Ticker,Year,ESG Score,E Score,S Score,G Score,ESG Grade,E Grade,S Grade,G Grade,Company Name,Accumulated Other Comprehensive Income (Loss),Assets - Other,Accum Other Comp Inc - Other Adjustments,Accum Other Comp Inc - Unreal G/L Ret Int in Sec Assets,Assets and Liabilities - Other - Net Change,Accounts Payable - Trade,Assets - Total,Book Value Per Share,Capital Surplus/Share Premium Reserve,Capital Expenditures,Common/Ordinary Equity - Total,Common Equity - Liquidation Value,Common Equity - Tangible,Cash and Short-Term Investments,Cash and Cash Equivalents - Increase/(Decrease),Comprehensive Income - Total,Comp Inc - Beginning Net Income,Comprehensive Income - Noncontrolling Interest,Comp Inc - Other Adj,Comp Inc - Minimum Pension Adj,Comprehensive Income - Parent,Cost of Goods Sold,Common Shares Used to Calc Earnings Per Share - Fully Diluted,Common Shares Issued,Common Shares Outstanding,Common Shares Used to Calculate Earnings Per Share - Basic,Common/Ordinary Shareholders,Common/Ordinary Stock (Capital),Common Stock-Carrying Value,Common Stock Equivalents - Dollar Savings,Dilution Adjustment,Dilution Available - Excluding Extraordinary Items,Debt in Current Liabilities - Total,Long-Term Debt - Issuance,Long-Term Debt - Reduction,Long-Term Debt - Total,Discontinued Operations,Cash Dividends (Cash Flow),Dividends Common/Ordinary,Dividends - Preferred/Preference,Dividends - Total,Earnings Before Interest and Taxes,Employees,Earnings Per Share (Diluted) - Including Extraordinary Items,Earnings Per Share (Diluted) - Excluding Extraordinary Items,Earnings Per Share (Basic) - Including Extraordinary Items,Earnings Per Share (Basic) - Excluding Extraordinary Items,Common ESOP Obligation - Total,Preferred ESOP Obligation - Total,Exchange Rate Effect,Financing Activities - Other,Financing Activities - Net Cash Flow,Funds from Operations - Other,Gross Profit (Loss),Income Before Extraordinary Items,Income Before Extraordinary Items - Adjusted for Common Stock Equivalents,Income Before Extraordinary Items (Cash Flow),Income Before Extraordinary Items - Available for Common,Invested Capital - Total,Investing Activities - Other,Investing Activities - Net Cash Flow,Liabilities - Other - Total,Liabilities and Stockholders Equity - Total,Liabilities - Total,Noncontrolling Interest (Balance Sheet),Net Income (Loss),Net Income Adjusted for Common/Ordinary Stock (Capital) Equivalents,Nonoperating Income (Expense),Notes Payable - Short-Term Borrowings,Operating Activities - Net Cash Flow,Operating Income After Depreciation,Earnings Per Share from Operations,Earnings Per Share - Diluted - from Operations,Pretax Income,Nonred Pfd Shares Outs (000),Redeem Pfd Shares Outs (000),Preferred/Preference Stock (Capital) - Total,Preferred Stock - Liquidating Value,Preferred/Preference Stock - Nonredeemable,Preferred/Preference Stock - Redeemable,Preferred Stock - Redemption Value,Retained Earnings,Receivables - Total,Revenue - Total,Sales/Turnover (Net),Stockholders Equity - Parent,Special Items,Stock Compensation Expense,Stockholders Equity - Total,Treasury Stock - Total (All Capital),Treasury Stock - Common,Treasury Stock - Number of Common Shares,Treasury Stock - Preferrred,Excess Tax Benefit of Stock Options - Cash Flow Financing,Net Deferred Tax Asset (Liab) - Total,Income Taxes Paid,Income Taxes - Total,Extraordinary Items and Discontinued Operations,Extraordinary Items and Discontinued Operations (Cash Flow),Operating Expenses - Total,Stock Exchange Code,North America Industrial Classification System - Historical,Standard Industrial Classification - Historical,Common Shares Traded - Annual - Calendar,Dividends per Share - Pay Date - Calendar,Dividends per Share - Ex-Date - Calendar,Price Close - Annual - Calendar,Price High - Annual - Calendar,Price Low - Annual - Calendar,Cumulative Adjustment Factor by Ex-Date - Calendar,Common Shares Traded - Annual - Fiscal,Dividends per Share - Pay Date - Fiscal,Dividends per Share - Ex-Date - Fiscal,Price Close - Annual - Fiscal,Price High - Annual - Fiscal,Price Low - Annual - Fiscal,GIC Groups,GIC Industries,GIC Sectors,GIC Sub-Industries,North American Industry Classification Code
AMD,2014,63.70966455,68.33512347,74.05923926,41.08231556,B,B+,B+,C,ADVANCED MICRO DEVICES,-5,125,0,0,-497,633,3767,0.241,6949,95,187,187,-417,1040,-64,-406,-403,0,0,0,-406,3552,768,788,776,768,6.937,8,0.01,0,0,-403,177,1155,1115,2035,0,0,0,0,0,149,9.687,-0.53,-0.53,-0.53,-0.53,0,0,0,2,46,393,1954,-403,-403,-403,-403,2222,0,-12,105,3767,3580,0,-403,-403,-5,0,-98,149,-0.06,-0.06,-398,0,0,0,0,0,0,0,-6651,818,5506,5506,187,-365,81,187,119,119,12,0,0,19,7,5,0,0,5228,14,334413,3674,5965512952,0,0,2.67,4.8,2.35,1,5965512952,0,0,2.67,4.8,2.35,4530,453010,45,45301020,3674
AMD,2015,80.12715241,66.66498581,88.3320119,82.74373417,A-,B,A,A-,ADVANCED MICRO DEVICES,-8,134,0,0,-156,524,3109,-0.5202,7017,96,-412,-412,-879,785,-20,-663,-660,0,0,0,-663,2784,783,806,792,783,6.263,8,0.01,0,0,-660,230,100,44,2032,0,0,0,0,0,-319,9.139,-0.84,-0.84,-0.84,-0.84,0,0,0,-2,59,154,1207,-660,-660,-660,-660,1620,0,147,86,3109,3521,0,-660,-660,-5,0,-226,-319,-0.62,-0.62,-646,0,0,0,0,0,0,0,-7314,533,3991,3991,-412,-164,63,-412,123,123,14,0,0,10,3,14,0,0,4213,14,334413,3674,3436016891,0,0,2.87,3.37,1.61,1,3436016891,0,0,2.87,3.37,1.61,4530,453010,45,45301020,3674
AMD,2016,71.72747585,67.02037508,79.29996123,64.88139588,B+,B+,A-,B,ADVANCED MICRO DEVICES,-5,47,0,0,31,823,3321,0.4449,8334,77,416,416,-105,1264,479,-494,-497,0,0,0,-494,2863,835,949,935,835,6.15,9,0.01,0,0,-497,0,782,1343,1435,0,0,0,0,0,-130,8.2,-0.6,-0.6,-0.6,-0.6,0,0,0,-4,122,407,1409,-497,-497,-497,-497,1851,2,267,113,3321,2905,0,-497,-497,80,0,90,-130,-0.26,-0.26,-458,0,0,0,0,0,0,0,-7808,311,4272,4272,416,-252,86,416,119,119,14,0,0,0,20,39,0,0,4331,14,334413,3674,7727540931,0,0,11.34,12.42,1.75,1,7727540931,0,0,11.34,12.42,1.75,4530,453010,45,45301020,3674
AMD,2017,70.52178043,66.23598369,70.46430383,75.75957292,B+,B,B+,A-,ADVANCED MICRO DEVICES,6,71,0,0,-187,796,3540,0.6319,8464,113,611,611,83,1187,-79,54,43,0,0,0,54,3429,1039,979,967,952,5.962,9,0.01,0,0,43,70,0,110,1325,0,0,0,0,0,152,8.9,0.04,0.04,0.04,0.04,0,0,0,-13,-33,112,1900,43,43,43,43,1936,-2,-114,107,3540,2929,0,43,43,45,70,68,152,0.04,0.03,62,0,0,0,0,0,0,0,-7754,400,5329,5329,611,-9,97,611,108,108,12,0,0,0,20,19,0,0,5100,14,334413,3674,16286174990,0,0,10.28,15.65,9.42,1,16286174990,0,0,10.28,15.65,9.42,4530,453010,45,45301020,3674
AMD,2018,69.85210788,64.93659499,78.16499852,62.0344538,B+,B,A-,B,ADVANCED MICRO DEVICES,-8,95,0,0,230,1061,4556,1.2597,8750,163,1266,1266,751,1161,-108,325,337,0,2,0,325,3889,1064,1010,1005,982,4.614,10,0.01,0,0,337,136,0,41,1114,0,0,0,0,0,496,10.1,0.32,0.32,0.34,0.34,0,0,0,-1,28,193,2586,337,337,337,337,2380,71,-170,181,4556,3290,0,337,337,10,136,34,496,0.38,0.35,328,0,0,0,0,0,0,0,-7444,1269,6475,6475,1266,-57,137,1266,50,50,5,0,0,4,-8,-9,0,0,5885,14,334413,3674,21140068450,0,0,18.46,34.14,9.04,1,21140068450,0,0,18.46,34.14,9.04,4530,453010,45,45301020,3674
AMD,2019,65.85960179,65.90033616,73.61421338,53.01561143,B,B,B+,B-,ADVANCED MICRO DEVICES,0,169,0,0,218,1201,6028,2.4162,9963,217,2827,2827,2328,1507,387,349,341,0,0,0,349,3721,1120,1175,1170,1091,4.364,12,0.01,0,0,341,43,0,403,685,0,0,0,0,0,583,11.4,0.3,0.3,0.31,0.31,0,0,0,-7,43,368,3010,341,341,341,341,3512,27,-149,146,6028,3201,0,341,341,71,0,493,583,0.44,0.43,372,0,0,0,0,0,0,0,-7095,1879,6731,6731,2827,-188,197,2827,53,53,5,0,0,11,-4,31,0,0,6006,14,334413,3674,16641213580,0,0,45.86,47.31,16.94,1,16641213580,0,0,45.86,47.31,16.94,4530,453010,45,45301020,3674
AMD,2020,66.47979173,66.26071285,72.81876914,56.28337367,B,B,B+,B-,ADVANCED MICRO DEVICES,17,1389,0,0,-305,546,8962,4.82,10544,294,5837,5837,5319,2290,125,2507,2490,0,0,0,2507,5199,1207,1217,1211,1184,4.155,12,0.01,0,1,2491,41,0,200,531,0,0,0,0,0,1383,12.6,2.06,2.06,2.1,2.1,0,0,0,-1,6,334,4564,2490,2490,2490,2490,6368,0,-952,166,8962,3125,0,2490,2490,12,0,1071,1383,1.05,1.04,1280,0,0,0,0,0,0,0,-4588,2076,9763,9763,5837,-68,274,5837,131,131,6,0,0,1234,8,-1210,0,0,8163,14,334413,3674,15520807650,0,0,91.71,97.98,36.75,1,15520807650,0,0,91.71,97.98,36.75,4530,453010,45,45301020,3674
AMD,2021,69.6801887,70.19199754,74.76777219,60.67150534,B+,B+,B+,B,ADVANCED MICRO DEVICES,-3,2081,0,0,414,1406,12419,6.2113,11069,301,7497,7497,6880,3608,940,3142,3162,0,0,0,3142,8209,1229,1232,1207,1213,4.492,12,0.01,0,0,3162,383,0,0,349,0,0,0,0,0,3678,15.5,2.57,2.57,2.61,2.61,0,0,0,0,-1895,323,8225,3162,3162,3162,3162,7846,-7,-686,321,12419,4922,0,3162,3162,88,0,3521,3678,2.64,2.61,3675,0,0,0,0,0,0,0,-1454,2708,16434,16434,7497,-57,379,7497,2130,2130,25,0,0,919,35,513,0,0,12460,14,334413,3674,12880773730,0,0,143.9,164.4599,72.5,1,12880773730,0,0,143.9,164.4599,72.5,4530,453010,45,45301020,3674
APD,2014,78.79753149,77.59313822,72.16160825,92.16949622,A-,A-,B+,A+,AIR PRODUCTS & CHEMICALS INC,-1241.9,391.2,0,0,52.9,740.6,17779.1,34.4939,842,1684.2,7365.8,7365.8,5512.7,336.6,-113.8,766.2,993.1,-4.2,0,10.5,770.4,6677.7,215.2,249.456,213.539,212.7,6.634,249.4,1,0,0,987.1,1294,461,608.6,4824.5,4.6,627.7,641.8,0,641.8,1603.7,21.2,4.61,4.59,4.66,4.64,0,0,-11.3,-204.7,-661.4,413.7,3761.3,987.1,987.1,988.5,987.1,12633.1,56,-1628.2,1187.5,17779.1,9970.5,287.2,991.7,991.7,237.2,1228.7,2187.1,1603.7,5.84,5.78,1354.5,0,0,0,0,0,0,0,8751.3,1753.8,10439,10439,7365.8,-328.3,44,7521.4,2476.9,2476.9,35.917,0,28.3,-806.1,160.6,366,4.6,0.7,7878.4,11,325120,2810,344936534,3.02,3.08,144.23,149.61,102.73,1,310931181,2.96,3.02,130.18,137.45,102.23,1510,151010,15,15101040,2810
APD,2015,79.3973612,76.48500413,76.99836066,88.60749851,A-,A-,A-,A,AIR PRODUCTS & CHEMICALS INC,-2125.9,613.5,0,0,-4.3,638.9,17438.1,33.6601,904.7,1614.8,7249,7249,5609.4,206.4,-130.2,422.6,1317.6,28.7,0,-181.5,393.9,6007.7,217.3,249.456,215.359,214.9,6.333,249.4,1,0,0,1277.9,1929.9,338.8,708.7,3949.1,0,677.5,687.9,0,687.9,1870.3,19.7,5.88,5.88,5.95,5.95,0,0,-22.9,-335.2,-945.4,104.3,3887.2,1277.9,1277.9,1317.6,1277.9,11330.2,53.9,-1599.7,1556.5,17438.1,10057,0,1277.9,1277.9,217.3,1494.3,2437.8,1870.3,6.64,6.57,1733.5,0,0,0,0,0,0,0,8454.5,1659.6,9894.9,9894.9,7249,-201.5,45.7,7381.1,2359.6,2359.6,34.097,0,31.9,-720.7,392.9,415.9,0,0,7088.2,11,325120,2810,301729655,3.2,3.24,130.11,158.2,123.66,1,316525199,3.16,3.2,127.58,158.2,118.2,1510,151010,15,15101040,2810
APD,2016,73.12856908,83.10520139,74.9683211,52.38582774,B+,A-,B+,B-,AIR PRODUCTS & CHEMICALS INC,-2388.3,716.7,0,0,-57.4,676.1,18055.3,32.5722,970,1055.8,7079.6,7079.6,5441.4,1501.3,1294.9,403.9,661.5,35.2,0,-247.9,368.7,5476.8,218.3,249.456,217.351,216.4,5.974,249.4,1,0,0,1515.3,1307.1,960.4,485,4918.1,-884.2,721.2,733.7,0,733.7,2140.4,18.6,2.89,6.94,2.92,7,0,0,7.5,-55.6,-271.1,169.3,4047.6,1515.3,1515.3,1545.7,1515.3,12131.5,-13.2,-1069,1873.4,18055.3,10841.9,0,631.1,631.1,239.6,935.8,2627.5,2140.4,7.61,7.55,2132.2,0,0,0,0,0,0,0,8087.2,1725.6,9524.4,9524.4,7079.6,-99.4,37.6,7213.4,2227,2227,32.105,0,33.2,-574.4,440.8,586.5,-884.2,-79.9,6458.1,11,325120,2810,349446793,3.39,3.44,143.82,157.84,114.64,1,345702597,3.34,2.53,150.34,157.84,114.64,1510,151010,15,15101040,2810
APD,2017,78.84671506,89.6675927,72.41578094,70.62669181,A-,A,B+,B+,AIR PRODUCTS & CHEMICALS INC,-1847.4,559.7,0,0,-154,659.5,18467.2,46.1937,1001.1,1039.7,10086.2,10086.2,8996.4,3677.6,1942.8,3554.3,3021.2,24.5,0,362.3,3529.8,4887.6,219.8,249.456,218.346,218,5.644,249.4,1,0,0,1134.4,560.4,2.4,483.9,3402.4,1866,787.9,808.5,0,808.5,1660.8,15.3,13.65,5.16,13.76,5.2,0,0,13.4,28.2,-1971.4,495.3,3300,1134.4,1134.4,1155.2,1134.4,13587.9,3790.8,2332.9,1611.9,18467.2,8281.7,0,3000.4,3000.4,305.9,144,1567.9,1660.8,6.33,6.28,1416.1,0,0,0,0,0,0,0,10999.2,1455.3,8187.6,8187.6,10086.2,-411,39.9,10185.5,2163.5,2163.5,31.11,0,0,-603.9,1348.8,260.9,1866,-966.2,5661,11,325120,2810,317493512,3.71,3.8,164.08,164.78,133.6301,1,349811027,3.62,3.62,151.22,152.26,129,1510,151010,15,15101040,2810
APD,2018,85.09534995,93.53017764,79.55640825,79.57925,A,A+,A-,A-,AIR PRODUCTS & CHEMICALS INC,-1741.9,562.1,0,0,-9,924.6,19178.3,49.4611,1029.3,1568.4,10857.5,10857.5,9630.1,2976,-482.3,1619.4,1532.9,16.1,0,312.5,1603.3,5242.9,220.8,249.456,219.516,219.3,5.391,249.4,1,0,0,1455.6,460.9,0.5,418.7,3351.7,42.2,897.8,931.8,0,931.8,1891.3,16.3,6.78,6.59,6.83,6.64,0,0,-33.9,-41.5,-1359.8,375.9,3687.3,1455.6,1455.6,1490.7,1455.6,14528,65.4,-1630.5,1536.9,19178.3,8002,0,1497.8,1497.8,321.8,54.3,2541.9,1891.3,7.5,7.45,2015,0,0,0,0,0,0,0,11668,1438.3,8930.2,8930.2,10857.5,-48.1,38.8,11176.3,2089.2,2089.2,29.94,0,0,-653.7,372,524.3,42.2,-12.8,6068.2,11,325120,2810,270622242,4.25,4.4,160.05,175.17,148.44,1,249873368,4.1,5.2,167.05,175.17,150.55,1510,151010,15,15101040,2810
APD,2019,80.01933298,93.47567785,78.57732028,58.68986746,A-,A+,A-,B,AIR PRODUCTS & CHEMICALS INC,-2375.6,486.1,0,0,8.7,528.2,18942.8,50.149,1070.9,1989.7,11053.6,11053.6,9837,2414.7,-542.6,1155.8,1809.4,29.5,0,-263,1126.3,4892.7,221.6,249.455,220.415,220.3,5.166,249.4,1,0,0,1760,98.6,0,428.6,3227.4,0,994,1008.3,0,1008.3,2120.5,17.7,7.94,7.94,7.99,7.99,0,0,-28.6,-19.9,-1370.5,50.8,4026.2,1760,1760,1809.4,1760,14615.7,-3.2,-2113.4,1712.4,18942.8,7554.5,0,1760,1760,349.9,58.2,2969.9,2120.5,8.26,8.21,2289.5,0,0,0,0,0,0,0,11762.8,1415.4,8918.9,8918.9,11053.6,-30.4,41.2,11388.3,2029.5,2029.5,29.04,0,0,-678.6,324.3,480.1,0,0,5715.6,11,325120,2810,269020539,4.58,4.64,234.99,241.9,153.63,1,285171079,4.52,4.58,221.86,232.4671,148.44,1510,151010,15,15101040,2810
APD,2020,80.95655134,92.25910314,79.61323351,63.26488725,A-,A+,A-,B,AIR PRODUCTS & CHEMICALS INC,-2140.1,566.3,0,0,-130.6,546.2,25168.5,54.6555,1094.8,2509,12079.8,12079.8,10752.5,6357.9,3004.3,2164.6,1931.1,42.4,0,14.3,2122.2,4673.1,222.3,249.456,221.017,221.2,4.957,249.4,1,0,0,1901,548.4,4895.8,406.6,7765.9,-14.3,1103.6,1144.1,0,1144.1,2138.4,19.275,8.49,8.55,8.53,8.59,0,0,14.9,-80.1,3284.7,125.5,4183.2,1901,1901,1945.4,1901,20209,84.2,-3560,1580.2,25168.5,12725.4,0,1886.7,1886.7,376.8,7.7,3264.7,2138.4,8.48,8.43,2423.8,0,0,0,0,0,0,0,12735.6,1417.4,8856.3,8856.3,12079.8,33.8,53.5,12443.1,2000,2000,28.439,0,0,-847.5,379.9,478.4,-14.3,0,5532.9,11,325120,2810,307789231,5.18,5.36,273.22,327.89,167.43,1,291096715,5,5.18,297.86,310.735,167.43,1510,151010,15,15101040,2810
APD,2021,86.5303181,92.79733097,82.79083651,81.79493917,A,A+,A-,A-,AIR PRODUCTS & CHEMICALS INC,-1515.9,873.4,0,0,-69,736.8,26859.2,61.1558,1115.8,2464.2,13539.7,13539.7,12207.5,5800.8,-784.1,2777.9,2114.9,54.6,0,348.9,2723.3,5864.8,222.5,249.456,221.397,221.6,4.722,249.4,1,0,0,2028.8,565.5,178.9,462.9,7653.7,70.3,1256.7,1292.6,0,1292.6,2215,20.875,9.43,9.12,9.47,9.16,0,0,27.8,108.2,-1420.9,-64.8,4458.2,2028.8,2028.8,2044.6,2028.8,21741.7,43.3,-2732.9,1137.5,26859.2,12771.2,0,2099.1,2099.1,448.9,2.4,3341.9,2215,9.06,9.02,2507.4,0,0,0,0,0,0,0,14162.4,1655.1,10323,10323,13539.7,13.6,44.5,14088,1987.9,1987.9,28.059,0,0,-1080.7,390.5,462.8,70.3,6.7,6786.7,11,325120,2810,253118418,5.84,6,304.26,316.39,245.75,1,265811576,5.68,5.84,256.11,327.89,245.75,1510,151010,15,15101040,2810
ALK,2015,55.93847365,33.72641509,51.17962765,87.3778169,B-,C,B-,A,ALASKA AIR GROUP INC,-303,68,0,0,288,63,6533,19.261,73,831,2411,2411,2411,1328,-34,855,848,0,0,10,855,3381,129.372,128.442,125.175,128.373,2.348,1,0.01,0,0,848,115,0,116,571,0,102,102,0,102,1330,15.143,6.56,6.56,6.61,6.61,0,0,0,35,-688,25,2217,848,848,848,848,2982,53,-930,1063,6533,4122,0,848,848,56,0,1584,1330,6.56,6.51,1312,0,0,0,0,0,0,0,2587,212,5598,5598,2411,-32,17,2411,250,250,3.267,0,0,-682,349,464,0,0,3948,11,481111,4512,347677732,0.8,0.8,80.51,87.171,57.71,1,347677732,0.8,0.8,80.51,87.171,57.71,2030,203020,20,20302010,4512
ALK,2016,64.8622947,43.91414141,66.72266966,85.16637795,B,C+,B+,A,ALASKA AIR GROUP INC,-305,169,0,0,135,92,9962,23.7659,110,678,2931,2931,854,1580,255,812,814,0,0,-11,812,3512,124.389,129.19,123.328,123.557,2.277,1,0.01,0,0,814,319,2044,249,2645,0,136,136,0,136,1466,19.112,6.54,6.54,6.59,6.59,0,0,0,25,1491,26,2419,814,814,814,814,5576,5,-2622,1388,9962,7031,0,814,814,51,0,1386,1466,7.34,7.3,1345,0,0,0,0,0,0,0,3263,302,5931,5931,2931,-117,19,2931,443,443,5.862,0,0,-463,459,531,0,0,4102,11,481111,4512,387068278,1.1,1.1,88.73,91.89,54.51,1,387068278,1.1,1.1,88.73,91.89,54.51,2030,203020,20,20302010,4512
ALK,2017,61.70292071,44.40123327,55.87993443,89.30750669,B,C+,B-,A,ALASKA AIR GROUP INC,-380,234,0,0,149,120,10740,30.237,164,1026,3721,3721,1645,1621,-134,959,1034,0,0,-77,959,5261,123.854,129.903,123.061,123.211,2.044,1,0.01,0,0,1034,307,0,397,2262,0,148,148,0,148,1378,23.156,8.35,8.35,8.39,8.39,0,0,0,28,-592,55,2672,1034,1034,1034,1034,5983,75,-1132,1603,10740,7019,0,1034,1034,50,0,1590,1378,6.74,6.71,1207,0,0,0,0,0,0,0,4074,341,7933,7933,3721,-118,34,3721,518,518,6.842,0,0,-454,177,173,0,0,6183,11,481111,4512,373348842,1.2,1.2,73.51,101.43,61.1,1,373348842,1.2,1.2,73.51,101.43,61.1,2030,203020,20,20302010,4512
ALK,2018,54.8842336,39.93727115,47.79988164,81.75563268,B-,C,C+,A-,ALASKA AIR GROUP INC,-448,274,0,0,192,132,10912,30.4479,232,960,3751,3751,1681,1236,-83,431,437,0,0,-4,431,6193,123.975,130.813,123.194,123.23,2.087,1,0.01,0,0,437,486,339,807,1617,0,158,158,0,158,775,23.376,3.52,3.52,3.55,3.55,0,0,0,29,-647,47,2071,437,437,437,437,5368,47,-631,2090,10912,7161,0,437,437,33,0,1195,775,4.39,4.37,585,0,0,0,0,0,0,0,4086,366,8264,8264,3751,-132,36,3751,568,568,7.619,0,0,-512,0,148,0,0,7091,11,481111,4512,517131783,1.28,1.28,60.85,75.46,57.42,1,517131783,1.28,1.28,60.85,75.46,57.42,2030,203020,20,20302010,4512
ALK,2019,55.25573735,40.59549888,44.77301393,86.81489802,B-,C,C+,A,ALASKA AIR GROUP INC,-465,278,0,0,314,146,12993,35.2114,305,696,4331,4331,2266,1521,118,752,769,0,0,-29,752,6379,124.289,131.812,123,123.279,2.131,1,0.01,0,0,769,504,450,1058,2703,0,173,173,0,173,1107,24.134,6.19,6.19,6.24,6.24,0,0,0,43,-813,-36,2402,769,769,769,769,7034,41,-791,2043,12993,8662,0,769,769,31,0,1722,1107,6.52,6.47,1016,0,0,0,0,0,0,0,4668,323,8781,8781,4331,-44,36,4331,643,643,8.812,0,0,-715,31,247,0,0,7251,11,481111,4512,298515527,1.4,1.4,67.75,72.22,53.3895,1,298515527,1.4,1.4,67.75,72.22,53.3895,2030,203020,20,20302010,4512
ALK,2020,50.1494575,37.05015148,41.60492876,77.13813921,B-,C,C,A-,ALASKA AIR GROUP INC,-494,379,0,0,259,108,14046,24.0545,391,206,2988,2988,938,3346,1154,-1353,-1324,0,0,-29,-1353,4342,123.45,133.568,124.218,123.45,2.437,1,0.01,0,0,-1324,1428,2564,565,3625,0,45,45,0,45,-1704,21.997,-10.72,-10.72,-10.72,-10.72,0,0,0,58,1981,871,-776,-1324,-1324,-1324,-1324,6613,257,-593,2733,14046,11058,0,-1324,-1324,59,363,-234,-1704,-10.1,-10.1,-1840,0,0,0,0,0,0,0,3270,480,3566,3566,2988,-97,34,2988,674,674,9.35,0,0,-407,0,-516,0,0,4850,11,481111,4512,673542448,0.375,0.375,52,68.79,20.02,1,673542448,0.375,0.375,52,68.79,20.02,2030,203020,20,20302010,4512
ALK,2021,55.94276726,48.39689127,44.10059025,81.67754701,B-,C+,C+,A-,ALASKA AIR GROUP INC,-262,396,0,0,180,200,13951,30.1892,494,292,3801,3801,1757,3116,-892,710,478,0,0,246,710,5342,126.775,135.256,125.906,125.063,2.443,1,0.01,0,0,478,634,363,1334,3452,0,0,0,0,0,-240,22.833,3.77,3.77,3.82,3.82,0,0,0,57,-914,-60,834,478,478,478,478,7253,-10,-1008,2129,13951,10150,0,478,478,72,0,1030,-240,-2.13,-2.13,629,0,0,0,0,0,0,0,3980,546,6176,6176,3801,925,44,3801,674,674,9.35,0,0,-578,48,151,0,0,6022,11,481111,4512,451725834,0,0,52.1,74.25,46.26,1,451725834,0,0,52.1,74.25,46.26,2030,203020,20,20302010,4512
HON,2014,53.5170623,58.75381971,62.08617747,31.88786951,B-,B,B,C-,HONEYWELL INTERNATIONAL INC,-1459,1962,0,0,120,5365,45451,22.5735,5038,1094,17657,17657,2661,6959,537,2052,4329,87,0,-1083,1965,27508,795.2,957.6,782.2,784.4,52.591,958,1,0,0,4239,2637,97,609,6046,0,1510,1478,0,1478,6429,127,5.33,5.33,5.4,5.4,0,0,-339,-2,-2272,-387,12798,4239,4239,4329,4239,24049,-10,-1876,6393,45451,27448,219,4239,4239,67,1698,5024,6429,5.69,5.61,5818,0,0,0,0,0,0,0,21656,7991,40306,40306,17657,-339,187,17784,9995,9995,175.4,0,102,863,1142,1489,0,0,32953,14,334512,3822,711473503,1.8675,1.8675,99.92,102.39,82.89,1,711473503,1.8675,1.8675,99.92,102.39,82.89,2010,201050,20,20105010,9997
HON,2015,63.33171365,64.49983708,70.95238264,49.21371032,B,B,B+,C+,HONEYWELL INTERNATIONAL INC,-2535,2059,0,0,80,5580,49316,23.7318,5377,1073,18283,18283,-2189,5455,-1504,3771,4847,73,0,84,3698,25381,789.3,957.6,770.4,779.8,53.23,958,1,0,0,4768,6514,60,880,5554,0,1726,1686,0,1686,7374,129,6.04,6.04,6.11,6.11,0,0,-546,0,102,-429,13200,4768,4768,4847,4768,24262,-101,-6514,6125,49316,30608,290,4768,4768,-106,5937,5454,7374,6.41,6.33,6586,0,0,0,0,0,0,0,23612,8098,38581,38581,18283,-352,175,18418,11664,11664,187.2,0,81,-275,1192,1739,0,0,30324,14,334512,3822,775808113,2.1475,2.1475,103.57,107.41,87,1,775808113,2.1475,2.1475,103.57,107.41,87,2010,201050,20,20105010,9997
HON,2016,66.66258672,68.14865635,67.56671775,63.01129352,B,B+,B+,B,HONEYWELL INTERNATIONAL INC,-2714,1950,0,0,117,5690,54146,25.4587,5781,1095,19369,19369,-2972,7843,2388,4667,4846,29,0,-235,4638,25598,775.3,957.6,760.8,764.3,50.891,958,1,0,0,4809,3593,9245,2839,12182,0,1915,1883,0,1883,7331,131,6.2,6.2,6.29,6.29,0,0,-114,-11,346,-92,13704,4809,4809,4846,4809,31732,578,-3342,5597,54146,34596,3,4809,4809,-92,3366,5498,7331,6.67,6.58,6447,0,0,0,0,0,0,0,25996,8841,39302,39302,19369,-432,184,19547,13366,13366,196.8,0,0,-139,1142,1601,0,0,30941,14,336413,9997,843023841,2.45,2.45,115.85,120.02,93.7094,1,843023841,2.45,2.45,115.85,120.02,93.7094,2010,201050,20,20105010,9997
HON,2017,66.79868927,71.98863636,65.54640752,61.22520326,B+,B+,B,B,HONEYWELL INTERNATIONAL INC,-2235,3608,0,0,-568,6584,59387,23.0071,6212,1031,17276,17276,-5497,10817,-784,2177,1698,51,0,677,2126,25676,772.1,957.6,750.9,762.1,47.678,958,1,0,0,1655,5309,1238,292,12573,0,2119,2101,0,2101,8122,131,2.14,2.14,2.17,2.17,0,0,340,-143,-3516,1415,14858,1655,1655,1698,1655,30017,-218,-3574,7615,59387,41943,5,1655,1655,-190,3958,5966,8122,7.71,7.61,6902,0,0,0,0,0,0,0,26020,8890,40534,40534,17276,-698,176,17439,15914,15914,206.7,0,0,-2658,1751,5204,0,0,31297,14,336413,9997,682239881,2.74,2.74,153.36,156.7,115.56,1,682239881,2.74,2.74,153.36,156.7,115.56,2010,201050,20,20105010,9997
