ISIN,Country,Region,Sector,Environment Score final,Environmental Impact Score final,Environmental CSR Score final,Environmental Impact Grade,Environmental CSR Grade,Entity Controversy Score,Controversy Involvement,Product Involvement - Defense (%),Product Involvement - Nuclear Energy (%),Product Involvement - Genetic Engineering (%),Product Involvement - Gambling (%),Product Involvement - Tobacco (%),Product Involvement - Alcohol (%),Product Involvement - Adult Entertainment (%),Coal mining,Crude oil (oil extraction),Crude petroleum & natural gas (oil & gas extraction),Natural gas (gas extraction),Drilling contractors (oil and gas wells),Petroleum refineries,Support activities for oil and gas operations,Lubricating oil & grease,Asphalt,Other fuel products from petroleum & coal,Wholesale of self-generated electric power from Coal,Wholesale of self-generated electric power from Gas,Wholesale of self-generated electric power from Oil,Retail of self-generated electric power from Coal,Retail of self-generated electric power from Gas,Retail of self-generated electric power from Oil,Business Activity Classification - Very negative (%),Business Activity Classification - Negative (%),Business Activity Classification - Medium/Neutral (%),Business Activity Classification - Positive (%),Business Activity Classification - Very positive (%),GHG Total tCO2eq (model or physical),Scope 1 tCO2eq (model or physical),Scope 2 tCO2eq (model),Scope3 upstream tCO2eq (model and/or physical),Scope3 downstream tCO2eq (model or physical),CIU Total tCO2eq/mUSD (model or physical),CIU Scope 1 tCO2eq/mUSD (model or physical),CIU Scope 2 tCO2eq/mUSD (model),CIU Scope 3 upstream tCO2eq/mUSD (model),CIU Scope 3 downstream tCO2eq/mUSD (model or physical)
CNE000000RB8,China,Asia-Pacific,IT Equipment & Electronics,24,43,6,C+,D-,0.0063,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,28.0,29.0,4708171.201491701,247014.28228707056,352247.18271314265,2165473.368473737,1943436.3680177515,734.7750243964199,38.5499841714,54.97302905842001,337.9519730816,303.3000380849999
ID1000062201,Indonesia,Asia-Pacific,Resources,42,47,20,B-,D+,0.0475,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2836749.6119806217,505441.03034742305,476658.2766454057,981783.2758605261,872867.0291272666,950.0061158000001,169.2684007,159.6292729,328.79183715000005,292.31660505
XS0273230572,Belgium,Europe,Financial Services,28,29,25,C-,C-,0.0013000000000000002,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5744.175192932871,439.792898124042,285.43524644639825,1378.4796503813573,3640.467397981074,419.2589004099999,32.09983691,20.833498900000002,100.6132026,265.712362
KR7011200003,Korea (Republic of),Asia-Pacific,Transportation,33,18,62,D+,B+,0.0032,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.71,86.29,0.0,12367954.84687157,5743896.431509644,53548.73537481945,2321645.5460423585,4248864.133944747,2271.341067292542,1054.8508635979508,9.834078735270733,426.36385220606434,780.2922727532558
INE935A01035,India,Asia-Pacific,Health,57,40,74,C+,A,0.040400000000000005,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,340839.1043322985,21457.114256588247,64186.71306938788,249449.89221025258,5745.384796069792,232.33822705,14.62657254,43.75386194,170.04136250000002,3.9164300700000005
TW0005876007,Taiwan,Asia-Pacific,Financial Services,35,38,29,C+,C-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,548422.4684153288,41989.02343324418,27251.798068670218,131609.70672561415,347571.94018780015,419.25890040999997,32.09983691,20.8334989,100.61320259999998,265.7123619999999
US9290421091,United States,North America,Housing,58,55,66,B,A-,0.0029000000000000002,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,95.0,423009.4099871998,31474.506718544915,45843.55257891846,109600.30020369095,236091.0504860455,276.8474970645,20.599159736500003,30.003287133500002,71.7302454095,154.514804785
CH0043238366,Switzerland,Europe,Nutrition,54,51,58,B,B,0.0032,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2531896.4902216485,135881.72142180067,177469.52044446036,1715969.7891650004,502575.4591903872,779.63510197,41.84142604000001,54.64736343,528.3905905000001,154.755722
US8793691069,United States,North America,Health,36,46,25,B-,C-,0.0339,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1527212.2103136699,597600.9691823744,95786.50029641716,606991.5221765932,226833.21865828522,601.93863141,235.5397024,37.75349261,239.2409147,89.4045217
CNE100001TR7,China,Asia-Pacific,Transportation,38,33,47,C,B-,0.0034000000000000002,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3024902.111851546,59480.403955224145,130273.20385909287,985421.3702974089,1849727.1337398202,1047.38075859,20.59525509,45.1074587,341.2048867,640.4731581000001
SG1T75931496,Singapore,Asia-Pacific,Communication,66,61,76,B+,A,0.0009000000000000001,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.13,12.950000000000001,77.92,3949084.45341142,336840.971194363,237780.04796466202,1110022.408700751,2264441.025551644,327.3715757423977,27.923474621880906,19.71151285839179,92.01874240289342,187.7178458592316
INE765G01017,India,Asia-Pacific,Financial Services,32,34,28,C,C-,0.0028,minimal,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,60.0,27.66,2.65,956130.0908303453,15402.677017815817,17986.825058813465,128734.41036395768,794006.1783897583,638.4686034815869,10.285342737098059,12.010942011452665,85.96411721936467,530.2082015136716
KR7051600005,Korea (Republic of),Asia-Pacific,Consulting & commercial services,29,18,40,D+,C+,0.0002,minimal,0.0,24.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0,463905.97311271937,35518.163273172475,23052.067758361056,111327.54871630843,294008.1933648774,419.25890040999997,32.09983691,20.833498900000002,100.61320259999998,265.712362
US00037BAE20,Switzerland,Europe,Machinery & Industrial Equipment,61,48,80,B-,A+,0.020800000000000003,low,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,68.91,7.82,19867912.752692208,895622.2368476486,1548247.8072891573,9566454.095260845,7857588.613294558,760.2323698129719,34.2703848185371,59.24266500685533,366.05395635038053,300.66536363719894
XS1402941790,Switzerland,Europe,Machinery & Industrial Equipment,61,48,80,B-,A+,0.020800000000000003,low,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,68.91,7.82,19867912.752692208,895622.2368476486,1548247.8072891573,9566454.095260845,7857588.613294558,760.2323698129719,34.2703848185371,59.24266500685533,366.05395635038053,300.66536363719894
CH0012221716,Switzerland,Europe,Machinery & Industrial Equipment,61,48,80,B-,A+,0.020800000000000003,low,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.26,68.91,7.82,19867912.752692208,895622.2368476486,1548247.8072891573,9566454.095260845,7857588.613294558,760.2323698129719,34.2703848185371,59.24266500685533,366.05395635038053,300.66536363719894
CNE1000031T5,China,Asia-Pacific,Financial Services,40,40,38,C+,C+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1438844.8487081737,110162.68214499274,71497.99931144746,345292.1050250145,911892.0622267191,419.25893395071205,32.09983947798695,20.83350056667991,100.61321064905619,265.71238325698897
ZAE000058517,South Africa,Africa,Nutrition,55,49,62,B-,B+,0.0001,minimal,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,80.0,0.0,4628301.352815315,520273.0287888555,26895.26239584882,338848.70332402206,3742284.358306589,599.6301551319999,67.40516081,3.484477162,43.90031786000001,484.84019929999994
US3134003017,United States,North America,Financial Services,31,32,29,C,C-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5737814.775380981,533439.6129464275,349252.64139017387,1681196.861006233,3173925.660038147,344.42732309148096,32.02110648576911,20.964802292464967,100.91823404803607,190.5231802652108
JP3788600009,Japan,Asia-Pacific,IT Equipment & Electronics,59,40,79,C+,A,0.0193,low,0.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0200000000000005,33.02,48.300000000000004,13.66,53967020.2567897,3059270.0200735675,4421625.636084402,24839486.422074966,21646638.178556763,669.166734764476,37.93356980530947,54.82616559466696,307.99843947647315,268.4085598880264
RU000A0JR4A1,Russian Federation,Europe,Financial Services,36,39,31,C+,C,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.34,0.0,3.66,309646.292466576,17500.82320165736,8677.191505263925,45768.12298077193,237700.15477888274,458.5490983861229,25.916624533785306,12.849882068883458,67.77711226729299,352.00547951616113
US8725401090,United States,North America,Clothing,55,41,69,C+,A-,0.0455,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.29,31.71,0.0,25014752.387196593,2811938.9808041626,145361.82455180853,1831388.184180599,20226063.397660024,599.6300352059689,67.40514732896784,3.484476465104567,43.90030907993643,484.84010233196005
GB00BFG3KF26,United States,North America,Energy,10,3,24,D-,C-,0.007200000000000001,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5872553.016440977,1406570.4542293441,68492.64598351392,137952.07954053598,4259537.8366875835,6090.141595359999,1458.686402,71.03042086,143.0634505,4417.361321999999
CH0379268748,Russian Federation,Europe,Transportation,54,54,55,B,B,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,10.36,84.23,1.97,31978063.45681692,10371130.343898142,1204035.2106648975,7278200.154472832,13124697.747781046,824.7681900394541,267.4889432861101,31.054098781962576,187.71705723380134,338.50809073758
GB00BDVZYZ77,United Kingdom,Europe,Transportation,49,36,80,C,A,0.0091,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,3823173.296813315,349632.6078586488,220734.80326390386,919325.7617661406,2333480.1239246214,277.36917601000005,25.36565853,16.01419181,66.69659186999999,169.29273380000004
NL0000852580,Netherlands,Europe,Infrastructure,47,37,69,C+,A-,0.014,low,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0480585218536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,63.35,0.0,9.55,4351317.56393293,1661499.51957414,175504.23295375356,916133.3544800798,1598180.456924957,1509.4216166529216,576.3549210223322,60.88038373256475,317.79603962968787,554.390272268337
CNE1000015L5,China,Asia-Pacific,IT Equipment & Electronics,26,39,14,C+,D,0.0,minimal,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,3026545.1616579853,171465.1084833405,349671.4240521254,1448802.5448549155,1056606.0842676037,741.2657715150001,41.99547971,85.64202550499999,354.8427923,258.785474
FI0009005318,Finland,Europe,Transportation,46,32,72,C,A-,0.005,minimal,0.9249999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1755632.3895963929,477181.66886336124,229803.25732545785,528697.6475026404,519949.8159049336,1170.4158297288413,318.11954609842866,153.20141715931737,352.4633627428952,346.63150372820024
CH0401956831,Luxembourg,Europe,Financial Services,61,56,69,B,A-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,9489.553586112183,758.0671336715038,467.01039302528346,2337.286389790458,5927.189669624937,401.046709490924,32.03736896297231,19.73675365456111,98.77819933860724,250.4943875347833
IT0000062957,Italy,Europe,Financial Services,61,56,69,B,A-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1086103.6961142756,86762.72369527686,53450.53477866991,267508.40951508156,678382.0281252473,401.04670949092394,32.03736896297231,19.73675365456111,98.77819933860725,250.4943875347833
US05722G1004,United States,North America,Energy,24,11,62,D,B+,0.0444,low,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.7707741399659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.77,32.54,0.0,5.69,0.0,74011827.88860895,48728356.21735822,592140.672120469,4306294.441282043,20385036.557848226,3574.5871957792297,2353.458402190689,28.598921618955277,207.98331037343846,984.5465615961472
CNE1000017G1,China,Asia-Pacific,Infrastructure,38,45,23,B-,C-,0.0,minimal,0.0,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8500000000000005,92.15,0.0,25691594.614841647,2182050.580190779,1241267.0366676848,7727798.966754669,14540478.031228514,440.5582200139604,37.417697655634775,21.285187020676844,132.51592236522387,249.33941297242492
DE000A185QB3,Germany,Europe,Chemistry,51,39,75,C+,A,0.0002,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92,1.76,12.32,14878012.448195493,3649457.1229610536,1954296.0468949466,5594552.921121895,3679706.3572175973,1068.2097714746815,262.02328925982977,140.31431556576783,401.67704645921714,264.19512018986677
DE000EVNK013,Germany,Europe,Chemistry,51,39,75,C+,A,0.0002,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.92,1.76,12.32,14878012.448195493,3649457.1229610536,1954296.0468949466,5594552.921121895,3679706.3572175973,1068.2097714746815,262.02328925982977,140.31431556576783,401.67704645921714,264.19512018986677
CA3359341052,Canada,North America,Resources,26,20,50,D+,B-,0.008700000000000001,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3104675.2914876863,353317.7620263247,99669.8790598458,320712.29504705645,2330975.3553544595,597.1677806285221,67.95879246515189,19.170971159808772,61.68730429833746,448.350712705224
CNE000000QF1,China,Asia-Pacific,Infrastructure,36,40,29,C+,C-,0.0001,minimal,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.95,70.34,5.09,21.32,16394865.974805087,5741319.220004683,960234.3637912688,7386537.116490654,2306775.2745184815,1003.4981870865937,351.415097727178,58.77409700839245,452.11571821552076,141.1932741355024
DE000TUAG000,United Kingdom,Europe,Leisure,49,35,81,C,A+,0.0046,minimal,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.06,47.78,9.16,0.0,8138204.170050016,2642044.9854509453,154824.3121356748,1528037.8902413186,3813296.9822220765,914.6046191770065,296.92380496667124,17.399788464550227,171.7271382592517,428.55388748653326
DE0005140008,Germany,Europe,Financial Services,48,40,63,C+,B+,0.9241,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,12786055.681784153,978942.3711842106,635355.0913797974,3068380.9204961276,8103377.298724018,419.25891298776696,32.09983787299511,20.833499525004967,100.61320561839607,265.7123699713709
US3390411052,United States,North America,Consulting & commercial services,29,39,18,C+,D+,0.0044,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,683326.9211338856,80437.9661604162,53408.2589783169,226689.4244421051,322791.27155304747,286.04788534,33.672184439999995,22.35726278,94.89459362000001,135.1238445
US71654QCG55,Mexico,Latin America,Energy,12,6,46,D-,B-,0.4803,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5281636284406,0.0,0.114569921664517,12.5323494089899,5.43962651607256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.06,43.39,13.25,0.3,0.0,390087964.4782585,37754818.565685175,2845991.66536229,12362915.98682552,337124238.2603855,8731.433180196747,845.0752280389951,63.70251922728236,276.7221362385035,7545.9332966919665
ID1000057003,Indonesia,Asia-Pacific,Nutrition,14,14,15,D,D+,0.9025000000000001,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.48,80.52,0.0,5205743.237562178,753270.1668862553,262350.6324151377,3012219.4605643284,1177902.9776964562,926.7733635890697,134.10394911897274,46.70602581562547,536.2624766416579,209.70091201281363
AED000201015,United Arab Emirates,Middle East & North Africa,Financial Services,35,38,28,C+,C-,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8,3.2,0.0,1066461.6248079382,81533.52695663655,54410.59141396306,256260.34847647327,674257.1579608653,414.48272200581874,31.688189618456832,21.146799388367427,99.59616390117827,262.0515690978162
CA0717341071,Canada,North America,Health,38,42,33,C+,C,0.2233,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.33,18.67,3079422.3283388866,822439.2136024662,332753.3862492794,1597441.713739945,326788.01474719594,383.6330295675703,102.45910223028108,41.454265136324835,199.00856032639157,40.71110187457281
ES0118900010,Spain,Europe,Transportation,46,33,83,C,A+,0.0182,low,0.96,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,99.69,0.0,0.0,5053585.317665363,779568.677052192,155147.6104295669,3541278.5598659115,577590.4703176927,698.0358194735857,107.6793654635395,21.430050662645733,489.1456512823293,79.7807520650712
MYL2291OO002,Malaysia,Asia-Pacific,Nutrition,17,14,24,D,C-,0.18050000000000002,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000001,0.01,0.0,7552.447199105142,548.7007882132558,860.2907846159032,1937.8328592071769,4205.622767068807,12.697208392895954,0.922478247066125,1.446324758424044,3.257893368240996,7.07051201916479
FI0009007835,Finland,Europe,Machinery & Industrial Equipment,40,27,67,C-,A-,0.0,minimal,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.39,45.88,0.0,7.73,452905.83996967034,79548.65855516893,42444.06325514312,231725.24144787842,99187.87671147984,688.6860677598855,120.96124187668188,64.54020337846349,352.3600961827659,150.8245263219742
US9224751084,United States,North America,Software,32,46,22,B-,D+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.59,9.41,329885.1523392033,37010.7991044444,24523.33980813476,105375.1112251774,162975.90220144668,298.7870929209028,33.52181507013018,22.21154046499737,95.44146781366351,147.61226957211173
SE0000108227,Sweden,Europe,Machinery & Industrial Equipment,59,39,89,C+,A+,0.015700000000000002,low,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.82,80.35000000000001,5.09,8.73,6819035.212771396,315029.1448808374,504166.65890524874,2623097.4025406996,3376742.0064446107,835.6659106298389,38.60650502855968,61.78511724564435,321.45794986649605,413.81633848913884
US2358511028,United States,North America,IT Equipment & Electronics,47,42,52,C+,B,0.022000000000000002,low,0.3696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,92.27,0.0,15192533.33012944,4139570.373770475,1165099.9823709263,6200940.726236834,3686922.2477512066,681.7686829173147,185.7642422262823,52.28414927171631,278.26874556797856,165.45154585133758
CH0305557644,Switzerland,Europe,IT Equipment & Electronics,47,42,52,C+,B,0.022000000000000002,low,0.3696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,92.27,0.0,15192533.33012944,4139570.373770475,1165099.9823709263,6200940.726236834,3686922.2477512066,681.7686829173147,185.7642422262823,52.28414927171631,278.26874556797856,165.45154585133758
XS2050404636,Luxembourg,Europe,IT Equipment & Electronics,47,42,52,C+,B,0.022000000000000002,low,0.3696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,92.27,0.0,15192533.33012944,4139570.373770475,1165099.9823709263,6200940.726236834,3686922.2477512066,681.7686829173147,185.7642422262823,52.28414927171631,278.26874556797856,165.45154585133758
XS1255436005,Luxembourg,Europe,IT Equipment & Electronics,47,42,52,C+,B,0.022000000000000002,low,0.3696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.73,92.27,0.0,15192533.33012944,4139570.373770475,1165099.9823709263,6200940.726236834,3686922.2477512066,681.7686829173147,185.7642422262823,52.28414927171631,278.26874556797856,165.45154585133758
CA25675T1075,Canada,North America,Retail & distribution,47,46,47,B-,B-,0.0036000000000000003,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0,0.0,1898088.1044048832,345769.6793935401,39475.130634270456,234207.33021686037,1278635.9641602123,663.9677943288,120.95325335000001,13.8087454198,81.927769369,447.27802618999993
AU000000IPL1,Australia,Asia-Pacific,Chemistry,39,35,57,C,B,0.0076,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,4250670.585980769,1131310.044580336,223792.8152133252,1000624.8343364908,1894942.8918506172,1588.2931815226889,422.7220137738535,83.6217710328823,373.8905590286334,708.0588376873196
JP3893200000,Japan,Asia-Pacific,Housing,42,34,59,C,B+,0.0,minimal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.26,13.74,0.0,5831034.8887620475,564780.7654682546,514045.6909158413,2378477.5744836396,2373730.8578943117,332.6398395638219,32.21873763372011,29.324481745816094,135.68370175716032,135.41291842712536
